MerchantProductID;Title;ProductURL;Price;Description;ImageURL;Brand;MPN;SKU;Availability;MerchantCategory;ShippingWeight;Condition;B_Category ;custom_label_1;custom_label_2;custom_label_3
2007;4 Oz. BPA-Free Rustic Fiesta Molcajete Salsa Bowls, 4 Pack;https://www.forthechef.com/4-oz-bpa-free-rustic-fiesta-molcajete-salsa-bowls-4-pack.html;13.99 USD;A finely crafted tool for specific purposes, most authentic Mexican recipes will call for this 4-ounce molcajete salsa bowl. Available in various sizes, these bowls are crafted from BPA-free polypropylene and are break-resistant and dishwasher safe. Featuring a traditional shape, these rustic salsa servers are also perfect for holding guacamole, chips, salads, and more, adding a true cultural touch to any tabletop. ;https://www.forthechef.com/media/catalog/product/k/-/k-642029065.jpg;FortheChef;PMSB-4;K-642029065;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;0.95 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2008;10 Oz. BPA-Free Rustic Fiesta Molcajete Salsa Bowls, 4 Pack;https://www.forthechef.com/10-oz-bpa-free-rustic-fiesta-molcajete-salsa-bowls-4-pack.html;17.99 USD;A finely crafted tool for specific purposes, most authentic Mexican recipes will call for this 10-ounce molcajete salsa bowl. Available in various sizes, these bowls are crafted from BPA-free polypropylene and are break-resistant and dishwasher safe. Featuring a traditional shape, these rustic salsa servers are also perfect for holding guacamole, chips, salads, and more, adding a true cultural touch to any tabletop. ;https://www.forthechef.com/media/catalog/product/c/h/charcutie_hi_03.jpg;FortheChef;PMSB-10;K-642025753;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;2.16 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2009;56 Oz. BPA-Free Rustic Fiesta Molcajete Salsa Bowl;https://www.forthechef.com/56-oz-bpa-free-rustic-fiesta-molcajete-salsa-bowl.html;17.99 USD;A finely crafted tool for specific purposes, most authentic Mexican recipes will call for this 56-ounce molcajete salsa bowl. Available in various sizes, these bowls are crafted from BPA-free polypropylene and are break-resistant and dishwasher safe. Featuring a traditional shape, these rustic salsa servers are also perfect for holding guacamole, chips, salads, and more, adding a true cultural touch to any tabletop. ;https://www.forthechef.com/media/catalog/product/6/4/642034793.jpg;FortheChef;PMSB-56;642034793;in stock;Jet Bowls, Jet Serveware, Tabletop > Baskets, Bowls & Trays;1.75 lbs;new;4026;Jet Bowls, Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2010;12 Oz. BPA-Free Rustic Fiesta Molcajete Salsa Plate, 2 Pack;https://www.forthechef.com/12-oz-bpa-free-rustic-fiesta-molcajete-salsa-plate-2-pack.html;20.99 USD;Give your signature side dishes and appetizers a professional presentation with this black molcajete salsa plate. A great serving piece, this plate will keep foods at an ideal temperature for serving and enhance the taste and quality of your dish. Perfect for serving salsa, guacamole, and other delicious dips, it adds an authentic touch to any tabletop. ;https://www.forthechef.com/media/catalog/product/k/-/k-642034786.jpg;FortheChef;PMP-12;K-642034786;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;2.05 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2011;8-1/2" BPA-Free Tortilla Warmer;https://www.forthechef.com/8-1-2-bpa-free-tortilla-warmer.html;12.99 USD;Serve tortillas like a professional in this tortilla warmer. Place your tortillas in the warmer to keep them hot and fresh for your guests during the party. Homemade pancakes or waffles fit easily inside the warmer for a better brunch. Made of a durable plastic, this lightweight russet brown tortilla warmer will add a rustic flair to any table setting. ;https://www.forthechef.com/media/catalog/product/6/4/642024862.jpg;FortheChef;PTW-8;642024862;in stock;Tabletop > Entertaining > Miscellaneous Entertaining;1.36 lbs;new;5292;Tabletop > Entertaining > Miscellaneous Entertaining;Greater than 10;
2012;2 Piece Taco Server Set;https://www.forthechef.com/2-piece-taco-server-set.html;20.99 USD;Taco Tuesday just got more festive with this taco server! Equipped with four compartments, tacos sit securely, ensuring all of the contents remain in the shell. A handle on each side makes carrying this server from the kitchen to the fiesta a breeze. The rustic charcoal coloring of this server will seamlessly blend into your decor while the tacos both stand upright and stand out! ;https://www.forthechef.com/media/catalog/product/9/9/996105528.jpg;FortheChef;PTS-4;K-642034816;in stock;Jet Serveware, Tabletop > Entertaining > Miscellaneous Entertaining;1.95 lbs;new;96;Jet Serveware, Tabletop > Entertaining > Miscellaneous Entertaining;Greater than 10;
2013;1-2 Slot Stainless Steel Taco Holder;https://www.forthechef.com/1-2-slot-stainless-steel-taco-holder.html;7.99 USD;A fiesta favorite, keep both crunchy and soft tacos from toppling over by using this taco holder. Give guests the option to enjoy one or two tacos by simply flipping the holder to accommodate their needs. The stainless steel construction will resist rust and corrosion, making it perfect for outdoor barbeques. Available in three different sizes, each side of the taco holder holds a different amount of tacos. ;https://www.forthechef.com/media/catalog/product/6/4/642039866.jpg;FortheChef;TCHS-12;642039866;in stock;Jet Serveware, Tabletop > Entertaining > Miscellaneous Entertaining;0.36 lbs;new;638;Jet Serveware, Tabletop > Entertaining > Miscellaneous Entertaining;Greater than 2;
2014;2-3 Slot Stainless Steel Taco Holder;https://www.forthechef.com/2-3-slot-stainless-steel-taco-holder.html;9.99 USD;This taco holder will keep both soft and crunchy tacos from toppling over and spilling out their contents. Use it to hold tacos upright as your guests choose their own toppings. Constructed from stainless steel, this taco holder is rust and corrosion resistant, making it perfect for outdoor use to hold and serve hot dogs as guests dress them. This taco holder is available in three different sizes to fit your needs. ;https://www.forthechef.com/media/catalog/product/6/4/642039873.jpg;FortheChef;TCHS-23;642039873;in stock;Jet Serveware, Tabletop > Entertaining > Miscellaneous Entertaining;0.91 lbs;new;638;Jet Serveware, Tabletop > Entertaining > Miscellaneous Entertaining;Greater than 2;
2015;4-5 Slot Stainless Steel Taco Holder;https://www.forthechef.com/4-5-slot-stainless-steel-taco-holder.html;11.99 USD;Your Cinco De Mayo buffet table needs this taco holder. Capable of holding 4 to 5 tacos, this holder will keep tacos, crunchy or soft, upright so guests can choose their favorite toppings and enjoy their meal without having the contents of their carefully crafted tacos spill onto the table. Made of stainless steel, this taco holder will resist rust and corrosion, making it ideal for outdoor parties. Available in three different sizes, these taco holders are great to use as dinnerware as well as a serving piece. ;https://www.forthechef.com/media/catalog/product/6/4/642039880.jpg;FortheChef;TCHS-45;642039880;in stock;Jet Serveware, Tabletop > Entertaining > Miscellaneous Entertaining;0.93 lbs;new;638;Jet Serveware, Tabletop > Entertaining > Miscellaneous Entertaining;Greater than 10;
2016;Black Rectangular Poly Woven Baskets, 11-1/2" x 8-1/2" x 3-1/2", 12 Pack;https://www.forthechef.com/black-rectangular-poly-woven-baskets-11-1-2-x-8-1-2-x-3-1-2-12-pack.html;52.99 USD;Stylishly serve anything from muffins and dinner rolls to pastries and fruit, deliver a decorative basket of treats, nicely display soaps, or store household products in our rectangular solid cord poly woven baskets. An everyday staple, these versatile baskets are a great addition to any home. The reinforced weaving on rim and base provides added durability and enables baskets to be easily stacked. Baskets can simply be cleaned by wiping down or tossing into the dishwasher. Available in two colors. ;https://www.forthechef.com/media/catalog/product/k/-/k-642043122.jpg;FortheChef;PWBK-118T;K-642043122;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;12.50 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 50;Large
2017;Brown Rectangular Poly Woven Baskets, 11-1/2" x 8-1/2" x 3-1/2", 12 Pack;https://www.forthechef.com/brown-rectangular-poly-woven-baskets-11-1-2-x-8-1-2-x-3-1-2-12-pack.html;48.99 USD;Stylishly serve anything from muffins and dinner rolls to pastries and fruit, deliver a decorative basket of treats, nicely display soaps, or store household products in our rectangular solid cord poly woven baskets. An everyday staple, these versatile baskets are a great addition to any home. The reinforced weaving on rim and base provides added durability and enables baskets to be easily stacked. Baskets can simply be cleaned by wiping down or tossing into the dishwasher. Available in two colors. ;https://www.forthechef.com/media/catalog/product/k/-/k-642043115.jpg;FortheChef;PWBN-118T;K-642043115;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;5.79 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 25;Large
2018;Black Rectangular Poly Woven Baskets with Handles, 19" x 14" x 4", 3 Pack;https://www.forthechef.com/black-rectangular-poly-woven-baskets-with-handles-19-x-14-x-4-3-pack.html;39.99 USD;Stylishly serve anything from muffins and dinner rolls to pastries and fruit, deliver a decorative basket of treats, nicely display soaps, or store household products in our rectangular solid cord poly woven baskets. An everyday staple, these versatile baskets are a great addition to any home. The reinforced weaving on rim and base provides added durability and the two carrying handles are great for support. Baskets are easily stackable and can be cleaned by wiping down or tossing into the dishwasher. Available in two colors. ;https://www.forthechef.com/media/catalog/product/k/-/k-642043009.jpg;FortheChef;PWBK-1914T;K-642043009;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;3.57 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 25;Large
2019;Brown Rectangular Poly Woven Baskets with Handles, 19" x 14" x 4", 3 Pack;https://www.forthechef.com/brown-rectangular-poly-woven-baskets-with-handles-19-x-14-x-4-3-pack.html;39.99 USD;Stylishly serve anything from muffins and dinner rolls to pastries and fruit, deliver a decorative basket of treats, nicely display soaps, or store household products in our rectangular solid cord poly woven baskets. An everyday staple, these versatile baskets are a great addition to any home. The reinforced weaving on rim and base provides added durability and the two carrying handles are great for support. Baskets are easily stackable and can be cleaned by wiping down or tossing into the dishwasher. Available in two colors. ;https://www.forthechef.com/media/catalog/product/k/-/k-642042996.jpg;FortheChef;PWBN-1914T;K-642042996;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;3.86 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 25;Large
2020;Black Oval Poly Woven Baskets, 9-1/4" x 6-1/4" x 3-1/4", 6 Pack;https://www.forthechef.com/black-oval-poly-woven-baskets-9-1-4-x-6-1-4-x-3-1-4-6-pack.html;21.99 USD;This black oval poly woven basket is perfect for presenting baked goods and adding color and style to any tabletop. Crafted from polypropylene with a solid cord construction, this basket is flexible with reinforced weaving on the rim and base for extra durability. For added convenience, this basket is easily stackable and dishwasher safe. Available in a variety of sizes, the larger sizes are also great for displaying and serving products at a catered occasion or on a buffet line. ;https://www.forthechef.com/media/catalog/product/k/-/k-642043023.jpg;FortheChef;PWBK-96V;K-642043023;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;1.78 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2021;Brown Oval Poly Woven Baskets, 9-1/4" x 6-1/4" x 3-1/4", 6 Pack;https://www.forthechef.com/brown-oval-poly-woven-baskets-9-1-4-x-6-1-4-x-3-1-4-6-pack.html;21.99 USD;This natural oval poly woven basket is perfect for presenting baked goods and adding color and style to any tabletop. Crafted from polypropylene with a solid cord construction, this basket is flexible with reinforced weaving on the rim and base for extra durability. For added convenience, this basket is easily stackable and dishwasher safe. Available in a variety of sizes, the larger sizes are also great for displaying and serving products at a catered occasion or on a buffet line. ;https://www.forthechef.com/media/catalog/product/k/-/k-642043016.jpg;FortheChef;PWBN-96V;K-642043016;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;1.78 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2022;Black Oval Poly Woven Baskets, 15" x 6-1/2" x 3-1/4", 6 Pack;https://www.forthechef.com/black-oval-poly-woven-baskets-15-x-6-1-2-x-3-1-4-6-pack.html;27.99 USD;This black oval poly woven basket is perfect for presenting baked goods and adding color and style to any tabletop. Crafted from polypropylene with a solid cord construction, this basket is flexible with reinforced weaving on the rim and base for extra durability. For added convenience, this basket is easily stackable and dishwasher safe. Available in a variety of sizes, the larger sizes are also great for displaying and serving products at a catered occasion or on a buffet line. ;https://www.forthechef.com/media/catalog/product/k/-/k-642042989.jpg;FortheChef;PWBK-156V;K-642042989;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;2.66 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 25;
2023;Brown Oval Poly Woven Baskets, 15" x 6-1/2" x 3-1/4", 6 Pack;https://www.forthechef.com/brown-oval-poly-woven-baskets-15-x-6-1-2-x-3-1-4-6-pack.html;27.99 USD;This natural oval poly woven basket is perfect for presenting baked goods and adding color and style to any tabletop. Crafted from polypropylene with a solid cord construction, this basket is flexible with reinforced weaving on the rim and base for extra durability. For added convenience, this basket is easily stackable and dishwasher safe. Available in a variety of sizes, the larger sizes are also great for displaying and serving products at a catered occasion or on a buffet line. ;https://www.forthechef.com/media/catalog/product/9/9/996105603.jpg;FortheChef;PWBN-156V;K-642042972;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;2.66 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 25;
2024;Black Round Poly Woven Baskets, 8-1/4" x 3-1/4", 12 Pack;https://www.forthechef.com/black-round-poly-woven-baskets-8-1-4-x-3-1-4-12-pack.html;32.99 USD;This natural oval poly woven basket is perfect for presenting baked goods and adding color and style to any tabletop. Crafted from polypropylene with a solid cord construction, this basket is flexible with reinforced weaving on the rim and base for extra durability. For added convenience, this basket is easily stackable and dishwasher safe. Available in a variety of sizes, the larger sizes are also great for displaying and serving products at a catered occasion or on a buffet line. ;https://www.forthechef.com/media/catalog/product/k/-/k-642043139.jpg;FortheChef;PWBK-88R;K-642043139;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;3.93 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 25;
2025;Brown Round Poly Woven Baskets, 8-1/4" x 3-1/4", 12 Pack;https://www.forthechef.com/brown-round-poly-woven-baskets-8-1-4-x-3-1-4-12-pack.html;33.99 USD;This black oval poly woven basket is perfect for presenting baked goods and adding color and style to any tabletop. Crafted from polypropylene with a solid cord construction, this basket is flexible with reinforced weaving on the rim and base for extra durability. For added convenience, this basket is easily stackable and dishwasher safe. Available in a variety of sizes, the larger sizes are also great for displaying and serving products at a catered occasion or on a buffet line. ;https://www.forthechef.com/media/catalog/product/k/-/k-642043108.jpg;FortheChef;PWBN-88R;K-642043108;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;3.24 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 25;
2026;Black Long Oval Poly Woven Baskets, 9" x 4-1/2" x 3", 6 Pack;https://www.forthechef.com/black-long-oval-poly-woven-baskets-9-x-4-1-2-x-3-6-pack.html;19.99 USD;This black oval poly woven basket is perfect for presenting baked goods and adding color and style to any tabletop. Crafted from polypropylene with a solid cord construction, this basket is flexible with reinforced weaving on the rim and base for extra durability. For added convenience, this basket is easily stackable and dishwasher safe. Available in a variety of sizes, the larger sizes are also great for displaying and serving products at a catered occasion or on a buffet line. ;https://www.forthechef.com/media/catalog/product/9/9/996105634.jpg;FortheChef;PWBK-94B;K-642043078;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;1.54 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2027;Brown Long Oval Poly Woven Baskets, 9" x 4-1/2" x 3", 6 Pack;https://www.forthechef.com/brown-long-oval-poly-woven-baskets-9-x-4-1-2-x-3-6-pack.html;19.99 USD;This natural oval poly woven basket is perfect for presenting baked goods and adding color and style to any tabletop. Crafted from polypropylene with a solid cord construction, this basket is flexible with reinforced weaving on the rim and base for extra durability. For added convenience, this basket is easily stackable and dishwasher safe. Available in a variety of sizes, the larger sizes are also great for displaying and serving products at a catered occasion or on a buffet line. ;https://www.forthechef.com/media/catalog/product/k/-/k-642043047.jpg;FortheChef;PWBN-94B;K-642043047;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;1.54 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2028;Brown Long Oval Poly Woven Baskets, 9" x 4-1/4" x 2", 12 Pack;https://www.forthechef.com/brown-long-oval-poly-woven-baskets-9-x-4-1-4-x-2-12-pack.html;18.99 USD;Great for holding several items, this tan long oval poly woven basket adds a rustic feel to any dining establishment. Use it to display appetizers, rolls, and fries or to hold condiments or napkins. Crafted from sturdy polypropylene, this basket is durable and the reinforced weaving on the rim and base offer added durability. For easy storage and cleaning, this basket is stackable and dishwasher safe. ;https://www.forthechef.com/media/catalog/product/6/4/642009661.jpg;FortheChef;PWBN-9B;K-642009661;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;1.40 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2029;Brown Round Poly Woven Baskets, 9" x 2-3/4", 12 Pack;https://www.forthechef.com/brown-round-poly-woven-baskets-9-x-2-3-4-12-pack.html;18.99 USD;Great for holding several items, this tan round poly woven basket adds a rustic feel to any dining establishment. Use it to display appetizers, rolls, and fries or to hold condiments or napkins. Crafted from sturdy polypropylene, this basket is durable and the reinforced weaving on the rim and base offer added durability. For easy storage and cleaning, this basket is stackable and dishwasher safe. ;https://www.forthechef.com/media/catalog/product/6/4/642009647.jpg;FortheChef;PWBN-9R;K-642009647;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;2.22 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2030;Brown Oval Poly Woven Baskets, 9-1/2" x 6-1/2" x 2-3/4", 12 Pack;https://www.forthechef.com/brown-oval-poly-woven-baskets-9-1-2-x-6-1-2-x-2-3-4-12-pack.html;18.99 USD;Use this classic oval poly woven basket to stylishly display freshly baked goods for your guests. Crafted from black and gold polypropylene, this basket offers a sleek and elegant presentation. The basket has a black body with gold along the top of the rim and the sides. The reinforced ribbed weaving along the rim and base make the basket durable enough for an array of items. This basket is perfect for serving rolls, bread, chips, candy, and more, making it a must-have for your fancy brunches and dinners. For added convenience, this basket is stackable and dishwasher safe. ;https://www.forthechef.com/media/catalog/product/6/4/642009654.jpg;FortheChef;PWBN-9V;K-642009654;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;1.73 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2031;Brown Rectangular Poly Woven Basket with Handles, 12" x 8" x 3";https://www.forthechef.com/brown-rectangular-poly-woven-basket-with-handles-12-x-8-x-3.html;12.99 USD;Serve anything from muffins and dinner rolls to pastries and fruit, deliver a decorative basket of treats, nicely display soaps, or store household products in this rectangular natural woven basket. An everyday staple, this basket is a great addition to any home. The reinforced weaving on the rim and base provides added durability and the two carrying handles are great for support. This basket is easily stackable and can be cleaned by wiping down or tossing into the dishwasher. Available in two sizes for your convenience, choose the one that suits your needs. ;https://www.forthechef.com/media/catalog/product/6/4/642014412.jpg;FortheChef;PWBN-12B;642014412;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;0.48 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;
2032;Brown Rectangular Poly Woven Basket with Handles, 16" x 11" x 3";https://www.forthechef.com/brown-rectangular-poly-woven-basket-with-handles-16-x-11-x-3.html;17.99 USD;Serve anything from muffins and dinner rolls to pastries and fruit, deliver a decorative basket of treats, nicely display soaps, or store household products in this rectangular natural woven basket. An everyday staple, this basket is a great addition to any home. The reinforced weaving on the rim and base provides added durability and the two carrying handles are great for support. This basket is easily stackable and can be cleaned by wiping down or tossing into the dishwasher. Available in two sizes for your convenience, choose the one that suits your needs. ;https://www.forthechef.com/media/catalog/product/6/4/642014573.jpg;FortheChef;PWBN-16B;642014573;in stock;Jet Serveware, Tabletop > Baskets, Bowls & Trays;0.76 lbs;new;4026;Jet Serveware, Tabletop > Baskets, Bowls & Trays;Greater than 10;Large
